Model,Alpha,Wiring Cost,Conduction Delay,Total Orthogonal Distance,Total Squared Orthogonal Distance
oberved,0.0,14.036548449401632,9.19934826619287,473.2554988105422,113.06020533005123
oberved,0.01,13.2601506113023,9.201908330227656,461.41383722368323,110.10059908972106
oberved,0.02,11.93460731325105,9.216488583952614,455.6535521287663,109.30475498632144
oberved,0.03,11.82054786485405,9.21930821868857,452.9642358776482,109.00319260845494
oberved,0.04,10.874031863476556,9.253506789749368,416.200248099774,90.95146580190223
oberved,0.05,10.686615793162275,9.262682064140222,407.5557398870241,86.91766484122711
oberved,0.06,10.422131272927338,9.277957180070354,391.78692916086595,79.14823462701034
oberved,0.07,10.21633838125144,9.292497853024003,380.5645061575397,76.50482343742517
oberved,0.08,9.968316791990503,9.31306415975513,361.15088060068086,75.22880665340264
oberved,0.09,9.868084944506592,9.322358477374452,350.61879443197597,74.24812143831214
oberved,0.1,9.78355757427833,9.331218605769662,342.9436399335676,73.69753496628768
oberved,0.11,9.728273003572115,9.33766539351405,335.55492792381705,73.44598727394865
oberved,0.12,9.608017380980396,9.353006385755855,358.3078643845382,74.34130223608217
oberved,0.13,9.574149749657337,9.35784048873672,371.09765675409915,75.16295138976812
oberved,0.14,9.559015888418266,9.360187864197998,375.3479396413957,75.46243294387371
oberved,0.15,9.54207609930938,9.363058851971862,377.4392815515392,75.55835360644124
oberved,0.16,9.526806296064326,9.365858241701762,379.4638605269438,75.67232739837067
oberved,0.17,9.512956558109337,9.368593646466072,381.4273642433,75.80270553311409
oberved,0.18,9.235095319553533,9.42862467883451,336.41607292173677,52.29975514260674
oberved,0.19,9.223521723609968,9.431250756644214,338.2710800431975,52.45883262971064
oberved,0.2,9.187441506585085,9.43998225078592,333.80279080114104,50.00514881212442
oberved,0.21,9.162091204131983,9.446516954581597,327.7400826066169,47.49045050315076
oberved,0.22,9.138590376110958,9.452951536703267,321.7665885436532,45.11141572364833
oberved,0.23,9.116735623245027,9.459294699550188,315.8764611508017,42.86173854374227
oberved,0.24,9.097557893797394,9.465176976787571,310.41612922279546,40.861563398594804
oberved,0.25,9.078478977526583,9.471366678902818,304.68081664499215,38.84913422815021
oberved,0.26,9.060597000621337,9.477486006927695,299.01602703171733,36.95047915100945
oberved,0.27,8.939758952929662,9.521031626470378,256.4000623206131,25.45438376206193
oberved,0.28,8.925528209617015,9.52642846011711,250.9041497568538,24.31791312491753
oberved,0.29,8.91966758306424,9.5287318738987,248.57650565716162,23.860928431070533
oberved,0.3,8.91966758306424,9.5287318738987,248.57650565716162,23.860928431070533
oberved,0.31,8.91966758306424,9.5287318738987,248.57650565716162,23.860928431070533
oberved,0.32,8.91966758306424,9.5287318738987,248.57650565716162,23.860928431070533
oberved,0.33,8.91966758306424,9.5287318738987,248.57650565716162,23.860928431070533
oberved,0.34,8.91966758306424,9.5287318738987,248.57650565716162,23.860928431070533
oberved,0.35,8.91966758306424,9.5287318738987,248.57650565716162,23.860928431070533
oberved,0.36,8.91966758306424,9.5287318738987,248.57650565716162,23.860928431070533
oberved,0.37,8.91966758306424,9.5287318738987,248.57650565716162,23.860928431070533
oberved,0.38,8.91966758306424,9.5287318738987,248.57650565716162,23.860928431070533
oberved,0.39,8.91966758306424,9.5287318738987,248.57650565716162,23.860928431070533
oberved,0.4,8.91966758306424,9.5287318738987,248.57650565716162,23.860928431070533
oberved,0.41,8.91966758306424,9.5287318738987,248.57650565716162,23.860928431070533
oberved,0.42,8.91966758306424,9.5287318738987,248.57650565716162,23.860928431070533
oberved,0.43,8.91966758306424,9.5287318738987,248.57650565716162,23.860928431070533
oberved,0.44,8.91966758306424,9.5287318738987,248.57650565716162,23.860928431070533
oberved,0.45,8.91966758306424,9.5287318738987,248.57650565716162,23.860928431070533
oberved,0.46,8.91966758306424,9.5287318738987,248.57650565716162,23.860928431070533
oberved,0.47,8.91966758306424,9.5287318738987,248.57650565716162,23.860928431070533
oberved,0.48,8.91966758306424,9.5287318738987,248.57650565716162,23.860928431070533
oberved,0.49,8.79664378006795,9.644145128762702,214.81097764943948,18.51107390075667
oberved,0.5,8.79664378006795,9.644145128762702,214.81097764943948,18.51107390075667
oberved,0.51,8.79664378006795,9.644145128762702,214.81097764943948,18.51107390075667
oberved,0.52,8.79664378006795,9.644145128762702,214.81097764943948,18.51107390075667
oberved,0.53,8.79664378006795,9.644145128762702,214.81097764943948,18.51107390075667
oberved,0.54,8.79664378006795,9.644145128762702,214.81097764943948,18.51107390075667
oberved,0.55,8.79664378006795,9.644145128762702,214.81097764943948,18.51107390075667
oberved,0.56,8.79664378006795,9.644145128762702,214.81097764943948,18.51107390075667
oberved,0.57,8.79664378006795,9.644145128762702,214.81097764943948,18.51107390075667
oberved,0.58,8.79664378006795,9.644145128762702,214.81097764943948,18.51107390075667
oberved,0.59,8.79664378006795,9.644145128762702,214.81097764943948,18.51107390075667
oberved,0.6,8.79664378006795,9.644145128762702,214.81097764943948,18.51107390075667
oberved,0.61,8.79664378006795,9.644145128762702,214.81097764943948,18.51107390075667
oberved,0.62,8.79664378006795,9.644145128762702,214.81097764943948,18.51107390075667
oberved,0.63,8.79664378006795,9.644145128762702,214.81097764943948,18.51107390075667
oberved,0.64,8.79664378006795,9.644145128762702,214.81097764943948,18.51107390075667
oberved,0.65,8.79664378006795,9.644145128762702,214.81097764943948,18.51107390075667
oberved,0.66,8.79664378006795,9.644145128762702,214.81097764943948,18.51107390075667
oberved,0.67,8.79664378006795,9.644145128762702,214.81097764943948,18.51107390075667
oberved,0.68,8.79664378006795,9.644145128762702,214.81097764943948,18.51107390075667
oberved,0.69,8.79664378006795,9.644145128762702,214.81097764943948,18.51107390075667
oberved,0.7,8.79664378006795,9.644145128762702,214.81097764943948,18.51107390075667
oberved,0.71,8.79664378006795,9.644145128762702,214.81097764943948,18.51107390075667
oberved,0.72,8.79664378006795,9.644145128762702,214.81097764943948,18.51107390075667
oberved,0.73,8.79664378006795,9.644145128762702,214.81097764943948,18.51107390075667
oberved,0.74,8.79664378006795,9.644145128762702,214.81097764943948,18.51107390075667
oberved,0.75,8.79664378006795,9.644145128762702,214.81097764943948,18.51107390075667
oberved,0.76,8.79664378006795,9.644145128762702,214.81097764943948,18.51107390075667
oberved,0.77,8.79664378006795,9.644145128762702,214.81097764943948,18.51107390075667
