Model,Alpha,Wiring Cost,Conduction Delay,Total Orthogonal Distance,Total Squared Orthogonal Distance
oberved,0.0,86.72114728123925,76.20276103322723,6469.74778519286,3199.5244743756994
oberved,0.01,69.84722190115855,76.33759504514092,6469.793289722626,3199.910803601296
oberved,0.02,59.02395107126328,76.51517151938924,6462.02306967699,3196.7977950860795
oberved,0.03,49.61387948975921,76.77247829217232,6393.207231631463,3119.354756433235
oberved,0.04,47.104837342573006,76.86023525160336,6356.640386240225,3070.7352320951595
oberved,0.05,43.91704785718211,77.02017324104983,6171.251501144992,2978.641066807892
oberved,0.06,43.307878030360996,77.05580847285225,6126.106552724983,2909.9428003714374
oberved,0.07,41.57153664219875,77.1758744342627,6081.8474664779305,2885.419314143381
oberved,0.08,38.89626481900568,77.3882758334925,5970.2103158667,2734.0764266338933
oberved,0.09,38.45679533198616,77.42832018122773,5955.676432687557,2729.309954901922
oberved,0.1,38.26184520793164,77.44887958462965,5938.705577048923,2724.5153003131745
oberved,0.11,37.89898894413532,77.4910951480834,5905.0448762399465,2690.178280272885
oberved,0.12,37.792803181865544,77.50477943310273,5886.157889960631,2671.305539701117
oberved,0.13,37.29653426461648,77.57436592621342,5844.262468805277,2663.2573677006058
oberved,0.14,36.726051194163915,77.66316715372406,5748.138970250352,2540.3155623862094
oberved,0.15,36.629606960580944,77.67944751636004,5742.770783493695,2538.360395270905
oberved,0.16,36.5114376747393,77.70089295592865,5735.517390977202,2536.0246179164133
oberved,0.17,36.306023966884354,77.74185373770885,5718.144541826277,2527.171317972214
oberved,0.18,36.081724871357,77.78948524000339,5700.169977721636,2520.4688031810956
oberved,0.19,35.811333916984964,77.85163164303836,5672.604077872343,2506.675140665269
oberved,0.2,35.66185159835755,77.88793804641925,5641.481159089825,2496.2185862399083
oberved,0.21,35.44161310675984,77.94454640819133,5599.245017539653,2484.531084074954
oberved,0.22,35.356452217106124,77.96787638546876,5565.398159805799,2476.668304814992
oberved,0.23,35.21549218747417,78.00891338513233,5503.223630510013,2429.039637109298
oberved,0.24,35.08833856617568,78.04785471240677,5455.753301860259,2404.876746710317
oberved,0.25,34.8370348833988,78.12866151657383,5395.376284880397,2380.257367135675
oberved,0.26,34.61402086310906,78.20490740672273,5273.141781655123,2255.6015796365773
oberved,0.27,34.217777389197614,78.34766437636375,5167.489235810077,2213.74485978778
oberved,0.28,34.154092387582736,78.37179726887054,5156.686084016692,2210.565065215682
oberved,0.29,34.10769201838286,78.39027292820556,5146.803694412436,2207.638575335972
oberved,0.3,34.05619485393832,78.41188401979487,5129.123157956206,2194.919634877824
oberved,0.31,33.98558729237716,78.44288174028554,5096.28915333835,2164.6864090524073
oberved,0.32,33.77899463896037,78.537877963784,4942.907648033813,1985.0126146337943
oberved,0.33,33.704785817995045,78.57360308778419,4907.9856897952295,1955.013552148476
oberved,0.34,33.62210815163482,78.61533924668687,4862.760889437692,1913.4659767077856
oberved,0.35,33.51919483335477,78.66953861863193,4794.6239671735675,1846.1852735135724
oberved,0.36,33.410089609474404,78.72959346930773,4724.272604244363,1780.2443311851357
oberved,0.37,33.22068624751897,78.83724177274759,4559.43780732606,1620.3897442023538
oberved,0.38,32.92385987939703,79.01685518802725,4230.974217605809,1326.1424229922195
oberved,0.39,32.86946894022638,79.05090124429574,4198.396262534191,1301.335809706042
oberved,0.4,32.80066893357812,79.09588530970612,4158.560074899832,1274.697509094992
oberved,0.41,32.748405807254066,79.1314559710057,4123.190473086945,1250.3840330891792
oberved,0.42,32.56697251669187,79.25927632345126,3890.4004268313906,1086.7658847964997
oberved,0.43,32.5192723869613,79.29452984272982,3854.9853965977595,1064.1534888180613
oberved,0.44,32.46212398416887,79.33860123399265,3800.7695484104415,1031.177349378915
oberved,0.45,32.37363055045695,79.40977996441703,3691.825641366667,960.3152417074806
oberved,0.46,32.311438218069554,79.46167213731879,3626.2794048855235,924.7879706955582
oberved,0.47,32.248846433352355,79.5161971614266,3577.9644392284827,899.0733564527274
oberved,0.48,32.19719634024838,79.56292480974953,3530.238102789718,871.6289720993605
oberved,0.49,32.136388249570395,79.62030411859173,3475.4938959627693,843.6450113409688
oberved,0.5,32.066948680470546,79.68832116083139,3405.592086544542,808.0740891601766
oberved,0.51,31.931653399116076,79.82587598609945,3180.6227925275102,688.801709443426
oberved,0.52,31.873587943613312,79.88752920556885,3101.685495466748,653.4766811662347
oberved,0.53,31.828745232006995,79.9370124088898,3050.227438381421,632.4927792236126
oberved,0.54,31.797456037930576,79.97300965790814,3026.0085615579687,623.2164638189437
oberved,0.55,31.767371050885746,80.0090434369123,3001.836895545104,614.2037984915622
oberved,0.56,31.717751591460875,80.07103185504522,2972.1852860290232,605.0200751013551
oberved,0.57,31.683820057590307,80.11520633626817,2930.8315533559785,588.750333237425
oberved,0.58,31.605986215005,80.22036718185845,2803.1568376239056,536.4046328195805
oberved,0.59,31.535172770584612,80.32018367867865,2672.980453965573,483.01851001041706
oberved,0.6,31.46660052120432,80.42092056189438,2550.998813749891,434.9359040385844
oberved,0.61,31.39518883515186,80.52998372732985,2409.995877171818,380.9759589913028
oberved,0.62,31.342482897264443,80.61417231135218,2325.799845930229,351.7190209266416
oberved,0.63,31.293601266054974,80.6956134530498,2244.3951137772533,326.6346467913409
oberved,0.64,31.24740585992579,80.77598858069943,2172.8540128809022,305.3781989360796
oberved,0.65,31.196175730313385,80.8690007824242,2088.7009490578757,281.81474275377536
oberved,0.66,31.130075686956957,80.99334023571177,1903.1010608006839,242.41618142511757
oberved,0.67,31.08169522719178,81.08885599922229,1789.8049044777638,208.22298340306094
oberved,0.68,31.05986192487401,81.13419064114822,1750.0710904074738,198.46612136381063
oberved,0.69,31.02920754597862,81.20125254335456,1704.900639227726,188.04009999534867
oberved,0.7,31.007865432642557,81.24983915678834,1665.0908596027987,178.32123659331612
oberved,0.71,30.95173929705159,81.38439958681117,1433.2904538809682,136.02488228453475
oberved,0.72,30.935328638694607,81.42554111980347,1395.8290903621714,130.40826620638896
oberved,0.73,30.92323791468045,81.4574154758481,1379.5344587777822,126.52729064423201
oberved,0.74,30.9116882153514,81.48944837567942,1363.8568497703764,122.87156259669364
oberved,0.75,30.89356394698394,81.5425858513676,1328.264430727738,116.84888939771974
oberved,0.76,30.871465380975657,81.6107758241777,1276.3560637867567,110.52545791852921
oberved,0.77,30.842305096932616,81.70552139128722,1209.9870579462881,103.1113431505466
oberved,0.78,30.82641694089033,81.76006869528578,1206.8456078359666,102.1344806998027
oberved,0.79,30.81418714694093,81.80472017289975,1221.5101926778746,102.95894072478002
oberved,0.8,30.80751716312333,81.83056992897492,1205.7144619952103,100.94144351624513
oberved,0.81,30.801859819439567,81.85390235784867,1190.0628822959736,99.09445903547423
oberved,0.82,30.797413692142793,81.8734729806312,1176.683439455438,97.70166301868596
oberved,0.83,30.792787045058507,81.89528363505451,1162.9724520205389,96.47757400240565
oberved,0.84,30.78844762963946,81.91724303113492,1149.8997062393764,95.44788915382019
oberved,0.85,30.78095376952739,81.95847069076024,1117.017999315819,93.70864941026502
oberved,0.86,30.77680468223736,81.98293526785011,1109.9391847412583,93.13365875665818
oberved,0.87,30.772958253798777,82.00758017639497,1107.442985950115,92.7635860820048
oberved,0.88,30.769779698484,82.02978733412152,1110.5581712048227,92.56329734913426
oberved,0.89,30.76829913917495,82.0411561535644,1106.7072030705697,92.20337012784543
oberved,0.9,30.76701726565544,82.05208229066785,1102.4875065110393,91.85069648108237
oberved,0.91,30.76586098485339,82.06309707967382,1098.3162553633688,91.51940076628244
oberved,0.92,30.764829230394625,82.07420330729956,1094.2115812470872,91.20952226099627
oberved,0.93,30.763921055328975,82.08540382867172,1090.1458563660515,90.92109849466107
oberved,0.94,30.763135629691917,82.09670157100544,1086.1179603954056,90.65416749351867
oberved,0.95,30.762472238381015,82.10809953743627,1082.1342360758733,90.40877072436363
oberved,0.96,30.76193027933643,82.11960081101655,1078.2012622053167,90.18494392459789
oberved,0.97,30.761558764494712,82.12971566185136,1074.8156581654964,89.99177677604791
oberved,0.98,30.760347974933744,82.17657384034531,1062.6031226314437,89.34378749410894
oberved,0.99,30.760223130368125,82.1847717586999,1062.8090621576043,89.31510018995026
oberved,1.0,30.760181527997897,82.19305042235857,1063.232883311853,89.30341612348597
