Model,Alpha,Wiring Cost,Conduction Delay,Total Orthogonal Distance,Total Squared Orthogonal Distance
oberved,0.0,37.05986948752078,29.074877689647973,3246.599231945949,1491.2245636607115
oberved,0.01,37.05986948752078,29.074877689647973,3246.599231945949,1491.2245636607115
oberved,0.02,37.05986948752078,29.074877689647973,3246.599231945949,1491.2245636607115
oberved,0.03,29.59181651374042,29.248452203565815,3241.4207027376838,1489.9631414551309
oberved,0.04,29.509404260386788,29.251392236941463,3240.3073036761234,1489.6836289532296
oberved,0.05,29.49636989586333,29.25195034531811,3240.084708171381,1489.627328208829
oberved,0.06,29.49636989586333,29.25195034531811,3240.084708171381,1489.627328208829
oberved,0.07,28.20820239868447,29.337504047445915,3213.779581655746,1475.8594208964162
oberved,0.08,25.12531115913771,29.59219794633881,3068.8593861201343,1383.589199668555
oberved,0.09,24.984066872560824,29.60510238046141,3055.4162675167263,1377.2760789474032
oberved,0.1,23.89306118617588,29.715962665278763,2970.85427630319,1298.0046953677215
oberved,0.11,22.278999722354655,29.90176058775523,2817.2102334371148,1131.5862298202744
oberved,0.12,22.278999722354655,29.90176058775523,2817.2102334371148,1131.5862298202744
oberved,0.13,22.258430112497685,29.904800384012066,2815.526730566728,1130.0391039607
oberved,0.14,21.820716872290518,29.973674400201578,2742.5536927441594,1064.2556629499263
oberved,0.15,21.460274136535027,30.03399231960227,2674.1005445152923,1022.8100760845093
oberved,0.16,21.291523614709384,30.06488077481378,2636.9922189108834,991.5692089895828
oberved,0.17,21.023404794717976,30.118297055316713,2572.04805750929,939.7367071669248
oberved,0.18,20.711955886073056,30.182595185375128,2488.3722243632096,889.9480869259471
oberved,0.19,20.640137430656285,30.19889443454643,2469.749897561831,878.3476279658126
oberved,0.2,20.37139370656198,30.263815037907364,2375.3658041617364,811.0836089182569
oberved,0.21,20.255274793401703,30.293747726244394,2345.2007328638933,794.2691726388433
oberved,0.22,19.93882686152152,30.38112417179397,2226.659656063474,724.2810099874306
oberved,0.23,19.6893286143779,30.45433862541398,2175.9449758296714,686.2053627928183
oberved,0.24,19.591716610687854,30.48465591584671,2133.293024873581,654.6034355992723
oberved,0.25,19.5333718500629,30.503584490359422,2103.9162658594755,635.8981602927872
oberved,0.26,19.478674112534904,30.522302527964495,2074.8146214135286,617.8965706785469
oberved,0.27,19.427332409861833,30.540809741171174,2046.0035153851247,600.593489162629
oberved,0.28,19.36193883227349,30.565664394811844,2013.562061945527,581.2206066580382
oberved,0.29,19.28745341372727,30.59536123259958,1979.083304379481,561.1323591187653
oberved,0.3,19.205178261797137,30.62963681788036,1950.97843138502,545.459561566608
oberved,0.31,19.176147429249806,30.642374947353154,1944.5636316742293,541.6312576835064
oberved,0.32,19.15026969814773,30.654257026001215,1938.6520443967208,538.2037046103205
oberved,0.33,19.14334949428934,30.65758850516679,1938.025885710424,538.0787129377271
oberved,0.34,19.136776071256648,30.66089948573593,1937.3981540035775,537.9547495466818
oberved,0.35,19.12647513725002,30.666360838381994,1934.0167840232627,535.845011066266
oberved,0.36,19.086876112764557,30.688248916132117,1910.4933940612084,522.3915244416477
oberved,0.37,19.03425782379228,30.71849060296014,1878.5007663409278,505.3271209163962
oberved,0.38,18.912059734351367,30.792042970108398,1770.728670088795,464.29137515672284
oberved,0.39,18.816981116233357,30.851261718258517,1711.7255226169607,433.0280035294036
oberved,0.4,18.57185300136139,31.012970608083503,1606.9245208454943,407.9923643533566
oberved,0.41,18.157089201545183,31.290158386604407,1404.689702569589,348.27444275451467
oberved,0.42,18.112559460695437,31.321748814344147,1372.4921694929617,337.68625033828414
oberved,0.43,18.074497750700054,31.34984488711484,1343.390935185795,327.6224077912968
oberved,0.44,18.04211012656462,31.37477838642897,1315.209203004572,318.1011980075085
oberved,0.45,17.90543355989305,31.485396664683968,1159.796953197094,265.17417141583235
oberved,0.46,17.87647658189874,31.509569866832233,1139.5472784643773,258.56992391310996
oberved,0.47,17.8486937237636,31.533715765754433,1123.800263452896,252.45504506259783
oberved,0.48,17.828223026785437,31.552176526768847,1113.7502714501281,248.0933924272664
oberved,0.49,17.81034577914778,31.569045707530755,1113.5771885525803,247.7169091929341
oberved,0.5,17.79703688256646,31.58212680419683,1113.5351490287317,247.09145779930927
oberved,0.51,17.695886367479012,31.686562552187063,1178.928309179002,251.57039789446196
oberved,0.52,17.690236442835456,31.692537184200877,1180.727862346202,251.60109041572554
oberved,0.53,17.68742163995679,31.69564809080523,1180.0609371738801,251.5039217130383
oberved,0.54,17.682477932294155,31.701371965058755,1176.0405037572486,250.12320249266332
oberved,0.55,17.668253626668946,31.718423743084013,1164.4262568769598,245.94576010340637
