Model,Alpha,Wiring Cost,Conduction Delay,Total Orthogonal Distance,Total Squared Orthogonal Distance
oberved,0.0,45.487704539519214,41.86064983962444,12922.46995287662,6166.010577159746
oberved,0.01,45.487704539519214,41.86064983962444,12922.46995287662,6166.010577159746
oberved,0.02,45.487704539519214,41.86064983962444,12922.46995287662,6166.010577159746
oberved,0.03,45.487704539519214,41.86064983962444,12922.46995287662,6166.010577159746
oberved,0.04,45.487704539519214,41.86064983962444,12922.46995287662,6166.010577159746
oberved,0.05,45.487704539519214,41.86064983962444,12922.46995287662,6166.010577159746
oberved,0.06,45.487704539519214,41.86064983962444,12922.46995287662,6166.010577159746
oberved,0.07,45.487704539519214,41.86064983962444,12922.46995287662,6166.010577159746
oberved,0.08,45.487704539519214,41.86064983962444,12922.46995287662,6166.010577159746
oberved,0.09,45.47279365211545,41.862120068515075,12936.825719099628,6181.066504567923
oberved,0.1,45.19695558373584,41.89103331514194,13259.557962324923,6517.010104594676
oberved,0.11,45.083182974395065,41.903997047006264,13447.898077486689,6691.932381054443
oberved,0.12,45.0384206367023,41.90991029528404,13441.034356508255,6689.046316736592
oberved,0.13,44.90533642712076,41.929193822242105,13481.075434891085,6725.542011651088
oberved,0.14,44.66548018365332,41.966703647684085,13617.767106381862,6830.398889322006
oberved,0.15,43.96809454201211,42.084182775901226,13604.97336845143,6863.507605308422
oberved,0.16,43.81447762303599,42.11234513126489,13539.475965621508,6820.785698632245
oberved,0.17,43.67514681181797,42.13986378656794,13475.926617996543,6780.873680477622
oberved,0.18,43.548084971020394,42.166804240322286,13414.84280642703,6743.586055898983
oberved,0.19,43.431652550655016,42.193223047142794,13356.977101711796,6708.760586971349
oberved,0.2,43.269748172840416,42.23254241557764,13287.903075354361,6667.4646403654
oberved,0.21,43.00054931200297,42.3020414075462,13498.679976966983,6882.206865831879
oberved,0.22,42.60939933274891,42.40728909405255,13552.524730630967,6968.412916524006
oberved,0.23,42.5596304317658,42.42173410954117,13552.125509435818,6964.464278309161
oberved,0.24,42.51659528177376,42.43492736577162,13551.717273747132,6960.720862515138
oberved,0.25,42.48895477569573,42.44389467274594,13545.234245797326,6956.823315714654
oberved,0.26,42.46304833088925,42.45276002552932,13538.809718723309,6953.063223091505
oberved,0.27,42.16644364703669,42.56211094451814,13449.084159658165,6911.255332485258
oberved,0.28,42.14135011879922,42.571684232304264,13465.052117769375,6931.461954530106
oberved,0.29,42.03968508748058,42.612149594424146,13786.118430588993,7265.948613617652
oberved,0.3,42.0229243451656,42.61916177295139,13779.494426565803,7263.863443321477
oberved,0.31,42.00706814667875,42.62611914521905,13772.938928564914,7261.908276396482
oberved,0.32,41.94374681246656,42.655340418966254,13876.475976837528,7396.5180869923915
oberved,0.33,41.871515286756775,42.69011364644969,14015.297558008178,7575.645378193095
oberved,0.34,41.82662206947107,42.71264092730605,14017.98373015671,7593.3836924027155
oberved,0.35,41.77688620298941,42.7389172028074,13982.667714850382,7573.106021464908
oberved,0.36,41.72044678946613,42.7699475533328,13939.612214407307,7550.128602309078
oberved,0.37,41.67197586300672,42.797805596740886,13893.181599917814,7528.10816442529
oberved,0.38,41.62574054469348,42.825543752715305,13847.210026923227,7507.2611993843075
oberved,0.39,41.581599410896246,42.853173934284705,13801.722463603222,7487.562247660732
oberved,0.4,41.53942363429407,42.88070743605618,13756.601002384115,7468.987089881794
oberved,0.41,41.49607591297574,42.91022366401192,13708.685852673705,7449.562149188621
oberved,0.42,41.45751471512554,42.937576538347976,13664.233828308981,7433.223269340874
oberved,0.43,41.420593801634716,42.964863511001575,13620.136259899778,7417.942747993994
oberved,0.44,41.382643106452086,42.994044111741104,13571.921969708648,7402.860328878279
oberved,0.45,41.34348953787653,43.02552551925155,13530.115953974202,7388.615803665528
oberved,0.46,41.29454641331514,43.06638309921112,13492.596638667641,7376.126648242845
